"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario del portal https://www.demoblaze.com/","Realizar flujo de compra con dos productos","FAILURE","2023-09-09T19:23:34.183-05:00[America/Bogota]","0.0","59.64"
