"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario del portal https://www.demoblaze.com/","Realizar flujo de compra con dos productos","SUCCESS","2023-09-11T08:10:31.351-05:00[America/Bogota]","0.0","51.94"
