"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario del portal https://www.demoblaze.com/","Realizar flujo de compra con dos productos","ERROR","2023-09-09T20:12:47.332-05:00[America/Bogota]","0.0","100.8"
