"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario del portal https://www.demoblaze.com/","Realizar flujo de compra con dos productos","ERROR","2023-09-11T08:08:30.75-05:00[America/Bogota]","0.0","34.31"
